work_id,referenced_work_id
https://openalex.org/W2124978267,https://openalex.org/W1997916825
https://openalex.org/W2124978267,https://openalex.org/W2012344554
https://openalex.org/W2124978267,https://openalex.org/W2072419120
https://openalex.org/W2124978267,https://openalex.org/W2113930429
https://openalex.org/W2124978267,https://openalex.org/W2115780849
https://openalex.org/W2124978267,https://openalex.org/W2119664459
https://openalex.org/W2124978267,https://openalex.org/W2132095638
https://openalex.org/W2124978267,https://openalex.org/W2154662684
https://openalex.org/W2124978267,https://openalex.org/W2316727042
https://openalex.org/W2125431777,https://openalex.org/W1512018163
https://openalex.org/W2125431777,https://openalex.org/W1533070136
https://openalex.org/W2125431777,https://openalex.org/W1579378220
https://openalex.org/W2125431777,https://openalex.org/W1615876832
https://openalex.org/W2125431777,https://openalex.org/W1690968151
https://openalex.org/W2125431777,https://openalex.org/W1724471503
https://openalex.org/W2125431777,https://openalex.org/W1755691788
https://openalex.org/W2125431777,https://openalex.org/W1790558107
https://openalex.org/W2125431777,https://openalex.org/W1821066201
https://openalex.org/W2125431777,https://openalex.org/W1866368989
https://openalex.org/W2125431777,https://openalex.org/W1902610065
https://openalex.org/W2125431777,https://openalex.org/W1964152500
https://openalex.org/W2126047658,https://openalex.org/W1970208939
https://openalex.org/W2126047658,https://openalex.org/W2052979372
https://openalex.org/W2126047658,https://openalex.org/W2090764343
https://openalex.org/W2126047658,https://openalex.org/W2171516925
https://openalex.org/W2126047658,https://openalex.org/W2413322273
https://openalex.org/W2126047658,https://openalex.org/W2426677179
https://openalex.org/W2126048208,https://openalex.org/W170687232
https://openalex.org/W2126048208,https://openalex.org/W1921344537
https://openalex.org/W2126048208,https://openalex.org/W1970871987
https://openalex.org/W2126048208,https://openalex.org/W1983447288
https://openalex.org/W2126048208,https://openalex.org/W1991247647
https://openalex.org/W2126048208,https://openalex.org/W1999052969
https://openalex.org/W2126048208,https://openalex.org/W2006025735
https://openalex.org/W2126048208,https://openalex.org/W2009680631
https://openalex.org/W2126048208,https://openalex.org/W2013846312
https://openalex.org/W2126048208,https://openalex.org/W2017720093
https://openalex.org/W2126048208,https://openalex.org/W2022143432
https://openalex.org/W2126048208,https://openalex.org/W2026512367
https://openalex.org/W2127408869,https://openalex.org/W2005146569
https://openalex.org/W2127408869,https://openalex.org/W2014989436
https://openalex.org/W2127408869,https://openalex.org/W2018906609
https://openalex.org/W2127408869,https://openalex.org/W2067784269
https://openalex.org/W2127408869,https://openalex.org/W2129260815
https://openalex.org/W2127408869,https://openalex.org/W2989494607
https://openalex.org/W2127408869,https://openalex.org/W6770079357
https://openalex.org/W2187620470,https://openalex.org/W118344944
https://openalex.org/W2187620470,https://openalex.org/W119359934
https://openalex.org/W2187620470,https://openalex.org/W1485595694
https://openalex.org/W2187620470,https://openalex.org/W1502450072
https://openalex.org/W2187620470,https://openalex.org/W1508746608
https://openalex.org/W2187620470,https://openalex.org/W1510134550
https://openalex.org/W2187620470,https://openalex.org/W1516506771
https://openalex.org/W2187620470,https://openalex.org/W1519941054
https://openalex.org/W2187620470,https://openalex.org/W1543921836
https://openalex.org/W2187620470,https://openalex.org/W1565390122
https://openalex.org/W2187620470,https://openalex.org/W1577307925
https://openalex.org/W2187620470,https://openalex.org/W1581159062
https://openalex.org/W2224820783,https://openalex.org/W1091716472
https://openalex.org/W2224820783,https://openalex.org/W130406267
https://openalex.org/W2224820783,https://openalex.org/W1505478389
https://openalex.org/W2224820783,https://openalex.org/W1528921211
https://openalex.org/W2224820783,https://openalex.org/W1558285415
https://openalex.org/W2224820783,https://openalex.org/W1574445997
https://openalex.org/W2224820783,https://openalex.org/W1605842731
